animal_name,source,text,media_link,wikipedia_link
sea lion,https://www.animalfactsencyclopedia.com/Sea-lion-facts.html,"The sea lion is known as the ""angel of the sea"" because  their front flippers look like angels  wings while they are swimming and sometimes when they are sleeping.",,/wiki/Sea_lion
sea lion,https://www.animalfactsencyclopedia.com/Sea-lion-facts.html,The trained seals seen in water parks and circuses are usually California sea lions.,,/wiki/Sea_lion
serval cat,https://www.animalfactsencyclopedia.com/Serval-cat.html,Serval cats are bred to domestic housecats to produce Savannah cats,,/wiki/Serval
serval cat,https://www.animalfactsencyclopedia.com/Serval-cat.html,The serval eats rodents and small birds whole,,/wiki/Serval
serval cat,https://www.animalfactsencyclopedia.com/Serval-cat.html,Serval cats have the biggest ears of any cat species,,/wiki/Serval
serval cat,https://www.animalfactsencyclopedia.com/Serval-cat.html,The servals tail is about half the length of a domestic cats tail,,/wiki/Serval
serval cat,https://www.animalfactsencyclopedia.com/Serval-cat.html,Servals are the most efficient hunters of all cat species,,/wiki/Serval
serval cat,https://www.animalfactsencyclopedia.com/Serval-cat.html,Servals are successful in 50 percent of their hunts,,/wiki/Serval
serval cat,https://www.animalfactsencyclopedia.com/Serval-cat.html,Lions are only successful about 30 percent of the time,,/wiki/Serval
skunk,https://www.animalfactsencyclopedia.com/Skunk-facts.html,Skunks can accurately spray up to 15 feet,,/wiki/Skunk
skunk,https://www.animalfactsencyclopedia.com/Skunk-facts.html,"Skunk spray is not urine, it is the secretions of the anal glands",,/wiki/Skunk
skunk,https://www.animalfactsencyclopedia.com/Skunk-facts.html,The skunks bold coloring is a warning to stay away,,/wiki/Skunk
skunk,https://www.animalfactsencyclopedia.com/Skunk-facts.html,"Skunks almost never spray eachother, except during mating season",,/wiki/Skunk
skunk,https://www.animalfactsencyclopedia.com/Skunk-facts.html,The only thing that eats skunks regularly is the Great horned owl,,/wiki/Skunk
skunk,https://www.animalfactsencyclopedia.com/Skunk-facts.html,Great horned owls have a very poor sense of smell!,,/wiki/Skunk
skunk,https://www.animalfactsencyclopedia.com/Skunk-facts.html,"Skunks are immune to rattlesnake venom, bee stings and scorpions, and will eat all of them",,/wiki/Skunk
skunk,https://www.animalfactsencyclopedia.com/Skunk-facts.html,Some people keep skunks as pets,,/wiki/Skunk
sloth,https://www.animalfactsencyclopedia.com/Sloth-facts.html,The sloth has the slowest metabolism of any mammal on Earth.,,/wiki/Sloth
sloth,https://www.animalfactsencyclopedia.com/Sloth-facts.html,Sloths take about 25 days to digest one leaf.,,/wiki/Sloth
sloth,https://www.animalfactsencyclopedia.com/Sloth-facts.html,The ancestors of todays sloth were as big as African elephants,,/wiki/Sloth
sloth,https://www.animalfactsencyclopedia.com/Sloth-facts.html,Both two-toed and three-toed sloths have three toes  on their hind limbs.,,/wiki/Sloth
sloth,https://www.animalfactsencyclopedia.com/Sloth-facts.html,The sloth takes a potty break only once a week,,/wiki/Sloth
sloth,https://www.animalfactsencyclopedia.com/Sloth-facts.html,Sloths sleep hanging completely upside-down,,/wiki/Sloth
sloth,https://www.animalfactsencyclopedia.com/Sloth-facts.html,"The sloths fur is home to algae, lichen and even moths.",,/wiki/Sloth
sloth,https://www.animalfactsencyclopedia.com/Sloth-facts.html,The sloth turns green in the rainy season due to algae growing on its fur. - Sloth Facts,,/wiki/Sloth
snow leopard,https://www.animalfactsencyclopedia.com/Snow-leopard-facts.html,"The snow leopard has been considered a ""big cat"" since 2008",,/wiki/Snow_leopard
snow leopard,https://www.animalfactsencyclopedia.com/Snow-leopard-facts.html,"Unlike the other ""big cats"" they cannot roar",,/wiki/Snow_leopard
snow leopard,https://www.animalfactsencyclopedia.com/Snow-leopard-facts.html,Snow leopards are 22 to 24 inches tall at the shoulder,,/wiki/Snow_leopard
snow leopard,https://www.animalfactsencyclopedia.com/Snow-leopard-facts.html,Snow leopards weigh between 60 and 100 pounds,,/wiki/Snow_leopard
snow leopard,https://www.animalfactsencyclopedia.com/Snow-leopard-facts.html,Their large feet spread out and act like snowshoes,,/wiki/Snow_leopard
snow leopard,https://www.animalfactsencyclopedia.com/Snow-leopard-facts.html,"Snow leopards are nocturnal, and hunt at night",,/wiki/Snow_leopard
snow leopard,https://www.animalfactsencyclopedia.com/Snow-leopard-facts.html,They can jump a distance of over 30 feet,,/wiki/Snow_leopard
squirrel,https://www.animalfactsencyclopedia.com/Squirrel-Facts.html,Squirrels can remember the location of hundreds of buried nuts,,/wiki/Squirrel
squirrel,https://www.animalfactsencyclopedia.com/Squirrel-Facts.html,"The squirrel is a rodent, related to marmots and prairie dogs",,/wiki/Squirrel
squirrel,https://www.animalfactsencyclopedia.com/Squirrel-Facts.html,Squirrels have double-jointed ankles so they can come down a tree head first,,/wiki/Squirrel
squirrel,https://www.animalfactsencyclopedia.com/Squirrel-Facts.html,The squirrels ankles rotate so that the claws of the toes can hook on the tree bark,,/wiki/Squirrel
squirrel,https://www.animalfactsencyclopedia.com/Squirrel-Facts.html,There are dozens of species of squirrels found all over the world,,/wiki/Squirrel
squirrel,https://www.animalfactsencyclopedia.com/Squirrel-Facts.html,Squirrels make a nest out of twigs called a drey,,/wiki/Squirrel
tarsier,https://www.animalfactsencyclopedia.com/Tarsier-facts.html,"The tarsiers eyes are bigger than their brain, and their stomach",,/wiki/Tarsier
tarsier,https://www.animalfactsencyclopedia.com/Tarsier-facts.html,Tarsiers can move their heads 180 degrees in either direction,,/wiki/Tarsier
tarsier,https://www.animalfactsencyclopedia.com/Tarsier-facts.html,"The ankle bones, or tarsals, of the tarsier are incredibly long",,/wiki/Tarsier
tarsier,https://www.animalfactsencyclopedia.com/Tarsier-facts.html,The tarsier is named for its unique tarsal bones,,/wiki/Tarsier
tarsier,https://www.animalfactsencyclopedia.com/Tarsier-facts.html,The hind legs of the tarsier are longer percentage-wise than any other mammal,,/wiki/Tarsier
tarsier,https://www.animalfactsencyclopedia.com/Tarsier-facts.html,Tarsiers can jump about 30 times their body length,,/wiki/Tarsier
tarsier,https://www.animalfactsencyclopedia.com/Tarsier-facts.html,US Navy Squadron-VF 33 from NAS Oceana Va.-has the Tarsier as its' squadron mascot and insignia,,/wiki/Tarsier
tarsier,https://www.animalfactsencyclopedia.com/Tarsier-facts.html,Tarsier fossils are 50 million years old,,/wiki/Tarsier
tarsier,https://www.animalfactsencyclopedia.com/Tarsier-facts.html,The tarsier makes noises so high in frequency that we can't hear them,,/wiki/Tarsier
tasmanian devil,https://www.animalfactsencyclopedia.com/Tasmanian-devil-facts.html,The Tasmanian devils jaws open a full 80 degrees and it has a bite strength of 1200 PSI!,,/wiki/Tasmanian_devil
tasmanian devil,https://www.animalfactsencyclopedia.com/Tasmanian-devil-facts.html,"The devil stores fat in its tail so when food is scarce the tail is narrow and limp, when life is good the tail is fat and happy.",,/wiki/Tasmanian_devil
tasmanian devil,https://www.animalfactsencyclopedia.com/Tasmanian-devil-facts.html,Tasmanian devils spend more time biting each other than any other species,,/wiki/Tasmanian_devil
tasmanian devil,https://www.animalfactsencyclopedia.com/Tasmanian-devil-facts.html,"The huge head, massive neck and powerful jaws allow them to eat parts of carcasses that others might leave behind -  like the bones!",,/wiki/Tasmanian_devil
tasmanian devil,https://www.animalfactsencyclopedia.com/Tasmanian-devil-facts.html,"The mothers pouch is called a ""marsupium"", and is where the word ""marsupial"" comes from.",,/wiki/Tasmanian_devil
tiger,https://www.animalfactsencyclopedia.com/Tiger-facts.html,The Siberian tiger is also known as the Amur tiger.,,/wiki/Tiger
tiger,https://www.animalfactsencyclopedia.com/Tiger-facts.html,"The tiger is the largest of the four ""Big Cats""",,/wiki/Tiger
tiger,https://www.animalfactsencyclopedia.com/Tiger-facts.html,"Tigers love water! Playing, swimming and snoozing in it!",,/wiki/Tiger
tiger,https://www.animalfactsencyclopedia.com/Tiger-facts.html,There are 3 times as many tigers kept as personal pets in the U.S. than exist in the wild.,,/wiki/Tiger
tiger,https://www.animalfactsencyclopedia.com/Tiger-facts.html,Tigers can eat 60 pounds of meat at one time.,,/wiki/Tiger
tiger,https://www.animalfactsencyclopedia.com/Tiger-facts.html,"A group of tigers is called a ""streak""",,/wiki/Tiger
tiger,https://www.animalfactsencyclopedia.com/Tiger-facts.html,Tigers can be found both on  tropical islands and in the snow covered wilderness of Siberia.,,/wiki/Tiger
walrus,https://www.animalfactsencyclopedia.com/Walrus-facts.html,The walrus can dive to depths of over 300 feet,,/wiki/Walrus
walrus,https://www.animalfactsencyclopedia.com/Walrus-facts.html,Walruses use their tusks to pull themselves up onto icebergs,,/wiki/Walrus
walrus,https://www.animalfactsencyclopedia.com/Walrus-facts.html,The tusks of a male walrus can grow up to 40 inches,,/wiki/Walrus
walrus,https://www.animalfactsencyclopedia.com/Walrus-facts.html,Walruses have 1 inch think skin,,/wiki/Walrus
walrus,https://www.animalfactsencyclopedia.com/Walrus-facts.html,Walruses have 6 inch thick blubber,,/wiki/Walrus
walrus,https://www.animalfactsencyclopedia.com/Walrus-facts.html,The walruses Latin name means tooth-walker,,/wiki/Walrus
walrus,https://www.animalfactsencyclopedia.com/Walrus-facts.html,Walruses live in the oceans around the North Pole,,/wiki/Walrus
walrus,https://www.animalfactsencyclopedia.com/Walrus-facts.html,The walrus eats hundreds of clams a day,,/wiki/Walrus
whale,https://www.animalfactsencyclopedia.com/Whale-facts.html,The killer whale is a actually the largest species of dolphin.,,/wiki/Whale
whale,https://www.animalfactsencyclopedia.com/Whale-facts.html,"Killer whales stick their heads straight out of the water and inspect the world above the sea in an activity called ""spyhopping""",,/wiki/Whale
whale,https://www.animalfactsencyclopedia.com/Whale-facts.html,"Killer whales are also known as ""orcas"" and by Inuit communities as ""blackfish""",,/wiki/Whale
whale,https://www.animalfactsencyclopedia.com/Whale-facts.html,The killer whales top speed is almost 35 mph,,/wiki/Whale
whale,https://www.animalfactsencyclopedia.com/Whale-facts.html,Killer whales sleep with 1/2 their brain at a time!,,/wiki/Whale
whale,https://www.animalfactsencyclopedia.com/Whale-facts.html,The whale has a structure in its brain to process emotions that no other animal has - including human beings,,/wiki/Whale
wildebeest,https://www.animalfactsencyclopedia.com/Wildebeest-facts.html,"Wildebeest are energetic, active and playful",,/wiki/Wildebeest
wildebeest,https://www.animalfactsencyclopedia.com/Wildebeest-facts.html,A wildebeest can run at 50 miles per hour,,/wiki/Wildebeest
wildebeest,https://www.animalfactsencyclopedia.com/Wildebeest-facts.html,"There are 2 species of wildebeest, blue wildebeest and black wildebeest",,/wiki/Wildebeest
wildebeest,https://www.animalfactsencyclopedia.com/Wildebeest-facts.html,Wildebeest have a lifespan of up to 20 years,,/wiki/Wildebeest
wildebeest,https://www.animalfactsencyclopedia.com/Wildebeest-facts.html,Both male and female wildebeests have horns,,/wiki/Wildebeest
wildebeest,https://www.animalfactsencyclopedia.com/Wildebeest-facts.html,Some 2 million wildebeest take part in the great migration each year,,/wiki/Wildebeest
wildebeest,https://www.animalfactsencyclopedia.com/Wildebeest-facts.html,Not all populations of wildebeests migrate,,/wiki/Wildebeest
wolf,https://www.animalfactsencyclopedia.com/Wolf-facts.html,Wolves are born with blue eyes,,/wiki/Wolf
wolf,https://www.animalfactsencyclopedia.com/Wolf-facts.html,"When packs howl, they harmonize",,/wiki/Wolf
wolf,https://www.animalfactsencyclopedia.com/Wolf-facts.html,The wolf is the largest species of canine,,/wiki/Wolf
wolf,https://www.animalfactsencyclopedia.com/Wolf-facts.html,Wolves can be solid black and solid white as well as all shades of grey and brown,,/wiki/Wolf
wolf,https://www.animalfactsencyclopedia.com/Wolf-facts.html,It is a myth that wolf howls don't echo,,/wiki/Wolf
wolf,https://www.animalfactsencyclopedia.com/Wolf-facts.html,A wolf's sense of smell is 100 times more powerful than ours,,/wiki/Wolf
wolf,https://www.animalfactsencyclopedia.com/Wolf-facts.html,A wolf packs size seems to be determined by the size of game available,,/wiki/Wolf
wolf,https://www.animalfactsencyclopedia.com/Wolf-facts.html,Wolves regularly hunt animals like moose that may be 10 times their size,,/wiki/Wolf
wolf,https://www.animalfactsencyclopedia.com/Wolf-facts.html,Wolves lift their legs to urinate on trees just like dogs,,/wiki/Wolf
wolverine,https://www.animalfactsencyclopedia.com/Wolverine-facts.html,Wolverines have poor eyesight but a great sense of smell,,/wiki/Wolverine
wolverine,https://www.animalfactsencyclopedia.com/Wolverine-facts.html,They can smell a dead animal buried 10 or even 20 feet below the snow,,/wiki/Wolverine
wolverine,https://www.animalfactsencyclopedia.com/Wolverine-facts.html,A 30 pound wolverine can take down a deer weighing 150 pounds,,/wiki/Wolverine
wolverine,https://www.animalfactsencyclopedia.com/Wolverine-facts.html,Wolverines have special teeth for slicing through frozen flesh,,/wiki/Wolverine
wolverine,https://www.animalfactsencyclopedia.com/Wolverine-facts.html,Wolverine fur does not collect frost or ice and is used to line parkas and hoods,,/wiki/Wolverine
wolverine,https://www.animalfactsencyclopedia.com/Wolverine-facts.html,The wolverine has 4 inch long claws,,/wiki/Wolverine
wolverine,https://www.animalfactsencyclopedia.com/Wolverine-facts.html,Average lifespan for a wolverine is about 10 years,,/wiki/Wolverine
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,"When the busy day catches up with them, wombats will nap lying flat on their backs.",,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,Wombats are most closely related to koalas but have much larger brains.,,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,"Wombats are quite accurately nick-named ""the bulldozers of the bush""",,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,A newborn wombat is the size of a jellybean!,,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,"The mothers wombats pouch is called a ""marsupium"", and is where the word ""marsupial"" comes from.",,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,Wombats are at home on the beach,,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,The wombats teeth never stop growing,,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,The wombats pouch faces backward - not forward like a kangaroo,,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,A wombats den can be 150 feet long and have 5 different exits and entrances,,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,Male wombats are Jacks  female wombats are Jills and baby wombats are Joeys,,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,A wombats droppings are in the shape of a cube.,,/wiki/Wombat
wombat,https://www.animalfactsencyclopedia.com/Wombat-facts.html,Wombats snore...        Wombat Facts,,/wiki/Wombat
zebra,https://www.animalfactsencyclopedia.com/Zebra-facts.html,"Contrary to some claims, zebras, like all other equines, identify each other by smell and vocalization, not by their stripes.",,/wiki/Zebra
zebra,https://www.animalfactsencyclopedia.com/Zebra-facts.html,The zebras stripes make it more difficult for predators to target one individual out of the herd.,,/wiki/Zebra
zebra,https://www.animalfactsencyclopedia.com/Zebra-facts.html,"Albino zebras occasionally occur in the wild. Often called ""golden zebras"" they are not true albinos, but have pale tan or golden stripes and light brown or even blue eyes.",,/wiki/Zebra
